ReviewVenue,PublicationVenue,Title,delete,Authors,AuthorPDF,Abstract,ExplanationPage,SourceMaterials,Data,Preregistered,Video,DOI,PublicationYear,ConferenceYear,ConferenceTrack,ConferenceRoom,ConferenceDay,ConferenceSession,date,ConferenceTimeStart,ConferenceTimeEnd
VAST,TVCG,Seq2Seq-Vis: A Visual Debugging Tool for Sequence to Sequence Models,J),"Hendrik Strobelt, Sebastian Gehrmann, Michael Behrisch, Adam Perer, Hanspeter Pfister, Alexander M. Rush",https://arxiv.org/pdf/1804.09299.pdf,"Neural sequence-to-sequence models have proven to be accurate and robust for many sequence prediction tasks, and have become the standard approach for automatic translation of text. The models work with a five-stage blackbox pipeline that begins with encoding a source sequence to a vector space and then decoding out to a new target sequence. This process is now standard, but like many deep learning methods remains quite difficult to understand or debug. In this work, we present a visual analysis tool that allows interaction and ”what if”-style exploration of trained sequence-to-sequence models through each stage of the translation process. The aim is to identify which patterns have been learned, to detect model errors, and to probe the model with counterfactual scenario. We demonstrate the utility of our tool through several real-world sequence-to-sequence use cases on large-scale models.",,https://github.com/HendrikStrobelt/Seq2Seq-Vis,,,vimeo 289787650,10.1109/TVCG.2018.2865044,2018,2018,VAST,"Convention Hall 1, Section C",Thursday,Explainable ML,25-Oct,4:40 PM,5:00 PM
VAST,TVCG,Manifold: A Model-Agnostic Framework for Interpretation and Diagnosis of Machine Learning Models,J),"Jiawei Zhang, Yang Wang, Piero Molino, Lezhi Li, David Ebert",https://arxiv.org/pdf/1808.00196.pdf,"Interpretation and diagnosis of machine learning models have gained renewed interest in recent years with breakthroughs in new approaches. We present Manifold, a framework that utilizes visual analysis techniques to support interpretation, debugging, and comparison of machine learning models in a more transparent and interactive manner. Conventional techniques usually focus on visualizing the internal logic of a specific model type (i.e., deep neural networks), lacking the ability to extend to a more complex scenario where different model types are integrated. To this end, Manifold is designed as a generic framework that does not rely on or access the internal logic of the model and solely observes the input (i.e., instances or features) and the output (i.e., the predicted result and probability distribution). We describe the workflow of Manifold as an iterative process consisting of three major phases that are commonly involved in the model development and diagnosis process: inspection (hypothesis), explanation (reasoning), and refinement (verification). The visual components supporting these tasks include a scatterplot-based visual summary that overviews the models’ outcome and a customizable tabular view that reveals feature discrimination. We demonstrate current applications of the framework on the classification and regression tasks and discuss other potential machine learning use scenarios where Manifold can be applied.",,,,,vimeo 289787203,10.1109/tvcg.2018.2864499,2018,2018,VAST,"Convention Hall 1, Section C",Thursday,Explainable ML,25-Oct,5:00 PM,5:20 PM
VAST,TVCG,Visual Analytics for Topic Model Optimization based on User-Steerable Speculative Execution,J),"Mennatallah El-Assady, Fabian Sperrle, Oliver Deussen, Daniel Keim, Christopher Collins",http://graphics.uni-konstanz.de/publikationen/ElAssady2018VisualAnalytic/visualanalyticstopic.pdf,"To effectively assess the potential consequences of human interventions in model-driven analytics systems, we establish the concept of speculative execution as a visual analytics paradigm for creating user-steerable preview mechanisms. This paper presents an explainable, mixed-initiative topic modeling framework that integrates speculative execution into the algorithmic decisionmaking process. Our approach visualizes the model-space of our novel incremental hierarchical topic modeling algorithm, unveiling its inner-workings. We support the active incorporation of the user’s domain knowledge in every step through explicit model manipulation interactions. In addition, users can initialize the model with expected topic seeds, the backbone priors. For a more targeted optimization, the modeling process automatically triggers a speculative execution of various optimization strategies, and requests feedback whenever the measured model quality deteriorates. Users compare the proposed optimizations to the current model state and preview their effect on the next model iterations, before applying one of them. This supervised human-in-the-loop process targets maximum improvement for minimum feedback and has proven to be effective in three independent studies that confirm topic model quality improvements.",,,,,vimeo 289787264,10.1109/tvcg.2018.2864769,2018,2018,VAST,"Convention Hall 1, Section C",Thursday,Explainable ML,25-Oct,5:20 PM,5:40 PM
VAST,TVCG,VIS4ML: An Ontology for Visual Analytics Assisted Machine Learning,J),"Dominik Sacha, Matthias Kraus, Daniel Keim, Min Chen",https://bib.dbvis.de/uploadedFiles/TVCG2864838.pdf,"While many VA workflows make use of machine-learned models to support analytical tasks, VA workflows have become increasingly important in understanding and improving Machine Learning (ML) processes. In this paper, we propose an ontology (VIS4ML) for a subarea of VA, namely “VA-assisted ML”. The purpose of VIS4ML is to describe and understand existing VA workflows used in ML as well as to detect gaps in ML processes and the potential of introducing advanced VA techniques to such processes. Ontologies have been widely used to map out the scope of a topic in biology, medicine, and many other disciplines. We adopt the scholarly methodologies for constructing VIS4ML, including the specification, conceptualization, formalization, implementation, and validation of ontologies. In particular, we reinterpret the traditional VA pipeline to encompass model-development workflows. We introduce necessary definitions, rules, syntaxes, and visual notations for formulating VIS4ML and make use of semantic web technologies for implementing it in the Web Ontology Language (OWL). VIS4ML captures the high-level knowledge about previous workflows where VA is used to assist in ML. It is consistent with the established VA concepts and will continue to evolve along with the future developments in VA and ML. While this ontology is an effort for building the theoretical foundation of VA, it can be used by practitioners in real-world applications to optimize model-development workflows by systematically examining the potential benefits that can be brought about by either machine or human capabilities. Meanwhile, VIS4ML is intended to be extensible and will continue to be updated to reflect future advancements in using VA for building high-quality data-analytical models or for building such models rapidly",,,,,vimeo 289787814,10.1109/TVCG.2018.2864838,2018,2018,VAST,"Convention Hall 1, Section C",Thursday,Explainable ML,25-Oct,5:40 PM,6:00 PM
InfoVis,TVCG,Mitigating the Attraction Effect with Visualizations,J),"Evanthia Dimara, Gilles Bailly, Anastasia Bezerianos, Steven Franconeri",https://hal.inria.fr/hal-01845004v2/document,"Human decisions are prone to biases, and this is no less true for decisions made within data visualizations. Bias mitigation strategies often focus on the person, by educating people about their biases, typically with little success. We focus instead on the system, presenting the first evidence that altering the design of an interactive visualization tool can mitigate a strong bias – the attraction effect. Participants viewed 2D scatterplots where choices between superior alternatives were affected by the placement of other suboptimal points. We found that highlighting the superior alternatives weakened the bias, but did not eliminate it. We then tested an interactive approach where participants completely removed locally dominated points from the view, inspired by the elimination by aspects strategy in the decision-making literature. This approach strongly decreased the bias, leading to a counterintuitive suggestion: tools that allow removing inappropriately salient or distracting data from a view may help lead users to make more rational decisions.",,https://aviz.fr/deletion,https://aviz.fr/deletion,,vimeo 289784657,10.1109/TVCG.2018.2865233,2018,2018,InfoVis,"Convention Hall 1, Section D",Thursday,Perception & Cognition 2,25-Oct,4:20 PM,4:40 PM
InfoVis,TVCG,Face to Face: Evaluating Visual Comparison,J),"Brian David Ondov, Nicole Jardine, Niklas Elmqvist, Steven Franconeri",http://users.umiacs.umd.edu/~elm/projects/face2face/face2face.pdf,"Data are often viewed as a single set of values, but those values frequently must be compared with another set. The existing evaluations of designs that facilitate these comparisons tend to be based on intuitive reasoning, rather than quantifiable measures. We build on this work with a series of crowdsourced experiments that use low-level perceptual comparison tasks that arise frequently in comparisons within data visualizations (e.g., which value changes the most between the two sets of data?). Participants completed these tasks across a variety of layouts: overlaid, two arrangements of juxtaposed small multiples, mirror-symmetric small multiples, and animated transitions. A staircase procedure sought the difficulty level (e.g., value change delta) that led to equivalent accuracy for each layout. Confirming prior intuition, we observe high levels of performance for overlaid versus standard small multiples. However, we also find performance improvements for both mirror symmetric small multiples and animated transitions. While some results are incongruent with common wisdom in data visualization, they align with previous work in perceptual psychology, and thus have potentially strong implications for visual comparison designs.",,,,,vimeo 289785372,10.1109/tvcg.2018.2864884,2018,2018,InfoVis,"Convention Hall 1, Section D",Thursday,Perception & Cognition 2,25-Oct,4:40 PM,5:00 PM
TVCG,TVCG,Task-Based Effectiveness of Basic Visualizations,T),"Bahador Saket, Alex Endert, Çagatay Demiralp",https://arxiv.org/pdf/1709.08546.pdf,"Visualizations of tabular data are widely used; understanding their effectiveness in different task and data contexts is fundamental to scaling their impact. However, little is known about how basic tabular data visualizations perform across varying data analysis tasks. In this paper, we report results from a crowdsourced experiment to evaluate the effectiveness of five small scale (5-34 data points) two-dimensional visualization types—Table, Line Chart, Bar Chart, Scatterplot, and Pie Chart—across ten common data analysis tasks using two datasets. We find the effectiveness of these visualization types significantly varies across task, suggesting that visualization design would benefit from considering context-dependent effectiveness. Based on our findings, we derive recommendations on which visualizations to choose based on different tasks. We finally train a decision tree on the data we collected to drive a recommender, showcasing how to effectively engineer experimental user data into practical visualization systems.",,,https://github.com/gtvalab/ChartsEffectiveness/tree/master/Raw-Data,,vimeo 289789506,10.1109/tvcg.2018.2829750,2018,2018,InfoVis,"Convention Hall 1, Section D",Thursday,Perception & Cognition 2,25-Oct,5:00 PM,5:20 PM
InfoVis,TVCG,At a Glance: Approximate Entropy as a Measure of Line Chart Visualization Complexity,J),"Eugene Wu, Remco Chang, Abigail Mosca, Gabriel Ryan",http://arxiv.org/abs/1811.03180,"When inspecting information visualizations under time critical settings, such as emergency response or monitoring the heart rate in a surgery room, the user only has a small amount of time to view the visualization ""at a glance"". In these settings, it is important to provide a quantitative measure of the visualization to understand whether or not the visualization is too ""complex"" toaccurately judge at a glance. This paper proposes Pixel Approximate Entropy (PAE), which adapts the approximate entropy statistical measure commonly used to quantify regularity and unpredictability in time-series data, as a measure of visual complexity for linecharts. We show that PAE is correlated with user-perceived chart complexity, and that increased chart PAE correlates with reduced judgement accuracy. ‘We also find that the correlation between PAE values and participants’ judgment increases when the user has less time to examine the line charts.",,https://github.com/cudbg/pae,,,vimeo 289784475,10.1109/TVCG.2018.2865264,2018,2018,InfoVis,"Convention Hall 1, Section D",Thursday,Perception & Cognition 2,25-Oct,5:20 PM,5:40 PM
TVCG,TVCG,Correlation Judgment and Visualization Features: A Comparative Study,T),"Fumeng Yang, Lane Harrison, Ronald A. Rensink, Steven Franconeri, Remco Chang",https://github.com/Fumeng-Yang/VisualFeature_TVCG/blob/master/paper/VF_preprint.pdf,"Recent visualization research efforts have incorporated experimental techniques and perceptual models from the vision science community. Perceptual laws such as Weber's law, for example, have been used to model the perception of correlation in scatterplots. While this thread of research has progressively refined the modeling of the perception of correlation in scatterplots, it remains unclear as to why such perception can be modeled using relatively simple functions, e.g., linear and log-linear. In this paper, we investigate a longstanding hypothesis that people use visual features in a chart as a proxy for statistical measures like correlation. For a given scatterplot, we extract 49 candidate visual features and evaluate which best align with existing models and participant judgments. The results support the hypothesis that people attend to a small number of visual features when discriminating correlation in scatterplots. We discuss how this result may account for prior conflicting findings, and how visual features provide a baseline for future model-based approaches in visualization evaluation and design.",,,,,vimeo 289789613,10.1109/tvcg.2018.2810918,2018,2018,InfoVis,"Convention Hall 1, Section D",Thursday,Perception & Cognition 2,25-Oct,5:40 PM,6:00 PM
SciVis,TVCG,Firefly: Illumination Drones for Interactive Visualization,J),"Sergej Stoppel, Magnus Paulson Erga, Stefan Bruckner",https://vis.uib.no/wp-content/papercite-data/pdfs/VIS2018-Firefly.pdf,"Light specification in three dimensional scenes is a complex problem and several approaches have been presented that aim to automate this process. However, there are many scenarios where a static light setup is insufficient, as the scene content and camera position may change. Simultaneous manual control over the camera and light position imposes a high cognitive load on the user. To address this challenge, we introduce a novel approach for automatic scene illumination with Fireflies. Fireflies are intelligent virtual light drones that illuminate the scene by traveling on a closed path. The Firefly path automatically adapts to changes in the scene based on an outcome-oriented energy function. To achieve interactive performance, we employ a parallel rendering pipeline for the light path evaluations. We provide a catalog of energy functions for various application scenarios and discuss the applicability of our method on several examples.",,,,,video https://vis.uib.no/wp-content/papercite-data/vids/FinalVideo.mp4,10.1109/TVCG.2018.2864656,2018,2018,SciVis,Estrel Hall A+B,Thursday,Interaction and Multivariate Data,25-Oct,4:20 PM,4:40 PM
SciVis,TVCG,CoDDA: A Flexible Copula-based Distribution Driven Analysis Framework for Large-Scale Multivariate Data,J),"Subhashis Hazarika, Soumya Dutta, Han-Wei Shen, Jen-Ping Chen",,,,,,,vimeo 290325658,10.1109/tvcg.2018.2864801,2018,2018,SciVis,Estrel Hall A+B,Thursday,Interaction and Multivariate Data,25-Oct,4:40 PM,5:00 PM
SciVis,TVCG,"Details-First, Show Context, Overview Last: Supporting Exploration of Viscous Fingers in Large-Scale Ensemble Simulations ",J),"Timothy Basil Luciani, Andrew T Burks, Cassiano Sugiyama, Jonathan Komperda, Liz G.Elisabeta Marai",https://www.evl.uic.edu/documents/detailsfirst_ieee2018.pdf,"Visualization research often seeks designs that first establish an overview of the data, in accordance to the information seeking mantra: “Overview first, zoom and filter, then details on demand ”. However, in computational fluid dynamics (CFD), as well as in other domains, there are many situations where such a spatial overview is not relevant or practical for users, for example when the experts already have a good mental overview of the data, or when an analysis of a large overall structure may not be related to the specific, information-driven tasks of users. Using scientific workflow theory and, as a vehicle, the problem of viscous finger evolution, we advocate an alternative model that allows domain experts to explore features of interest first, then explore the context around those features, and finally move to a potentially unfamiliar summarization overview. In a model instantiation, we show how a computational back-end can identify and track over time low-level, small features, then be used to filter the context of those features while controlling the complexity of the visualization, and finally to summarize and compare simulations. We demonstrate the effectiveness of this approach with an online web-based exploration of a total volume of data approaching half a billion seven-dimensional data points, and report supportive feedback provided by domain experts with respect to both the instantiation and the theoretical model.",,,,,vimeo 290328058,10.1109/TVCG.2018.2864849,2018,2018,SciVis,Estrel Hall A+B,Thursday,Interaction and Multivariate Data,25-Oct,5:00 PM,5:20 PM
TVCG,TVCG,A Model of Spatial Directness in Interactive Visualization,T),"Stefan Bruckner, Tobias Isenberg, Timo Ropinski, Alexander Wiebel",https://hal.inria.fr/hal-01813889/document,"We discuss the concept of directness in the context of spatial interaction with visualization. In particular, we propose a model that allows practitioners to analyze and describe the spatial directness of interaction techniques, ultimately to be able to better understand interaction issues that may affect usability. To reach these goals, we distinguish between different types of directness. Each type of directness depends on a particular mapping between different spaces, for which we consider the data space, the visualization space, the output space, the user space, the manipulation space, and the interaction space. In addition to the introduction of the model itself, we also show how to apply it to several real-world interaction scenarios in visualization, and thus discuss the resulting types of spatial directness, without recommending either more direct or more indirect interaction techniques. In particular, we will demonstrate descriptive and evaluative usage of the proposed model, and also briefly discuss its generative usage.",,,,,vimeo 289789140,10.1109/tvcg.2018.2848906,2018,2018,SciVis,Estrel Hall A+B,Thursday,Interaction and Multivariate Data,25-Oct,5:20 PM,5:40 PM
TVCG,TVCG,Decal-Lenses: Interactive Lenses on Surfaces for Multivariate Visualization,T),"Allan Rocha, Julio Daniel Silva, Usman R. Alim, Sheelagh Carpendale, Mario Costa Sousa",http://pages.cpsc.ucalgary.ca/~acarocha/projects/decal_lenses/files/camera_ready.pdf,"We present decal-lenses, a new interaction technique that extends the concept of magic lenses to augment and manage multivariate visualizations on arbitrary surfaces. Our object-space lenses follow the surface geometry and allow the user to change the point of view during data exploration while maintaining a spatial reference to positions where one or more lenses were placed. Each lens delimits specific regions of the surface where one or more attributes can be selected or combined. Similar to 2D lenses, the user interacts with our lenses in real-time, switching between different attributes within the lens context. The user can also visualize the surface data representations from the point of view of each lens by using local cameras. To place lenses on surfaces of intricate geometry, such as the human brain, we introduce the concept of support surfaces for designing interaction techniques. Support surfaces provide a way to place and interact with the lenses while avoiding holes and occluded regions during data exploration. We further extend decal-lenses to arbitrary regions using brushing and lassoing operations. We discuss the applicability of our technique and present several examples where our lenses can be useful to create a customized exploration of multivariate data on surfaces. ",,,,,vimeo 295735599,10.1109/tvcg.2018.2850781,2018,2018,SciVis,Estrel Hall A+B,Thursday,Interaction and Multivariate Data,25-Oct,5:40 PM,6:00 PM
SciVis,SciVis,Cluster-Based Visualization for Merger Tree Data: The Challenge of Missing Expectations,,"Annie Preston, Kwan-Liu Ma",,,,,,,vimeo 290328886,,2018,2018,SciVis Short Papers,Estrel Hall C,Thursday,"Flow, Astrophysics, and Computationally Intensive Data Visualization",25-Oct,4:20 PM,4:32 PM
SciVis,SciVis,Visualization of Uncertainty for Computationally Intensive Simulations Using High Fidelity Emulators,,"Ayan Biswas, Earl Lawrence, James Ahrens",http://ayanbiswas.net/vis18m-sub1022-cam-i7.pdf,"Visualization of high-fidelity scientific simulations with high-dimensional inputs and outputs is an important task. Existing high-dimensional data visualization approaches generally assume a substantial amount of data are available or can be generated as needed. However, many of these simulations can be very computationally intensive, taking minutes or hours to run. Analysis and visualization of such expensive simulations poses a challenge. Statistical emulators are frequently used to approximate simulations for statistical analyses. In this work, we propose a visualization tool for an emulator of the simulator and describe how emulators can be used to create effective visualization systems. We choose Gaussian process emulators for this purpose as they enable fast and accurate prediction with uncertainty information. Using these predictions, we design a system that enables visualization of high-dimensional input and output spaces of complex physics simulations. Users of our system can get a detailed understanding of the uncertainties associated with the emulator predictions in both input and output space for a high-dimensional simulation.",,,,,vimeo 290328642,,2018,2018,SciVis Short Papers,Estrel Hall C,Thursday,"Flow, Astrophysics, and Computationally Intensive Data Visualization",25-Oct,4:32 PM,4:44 PM
SciVis,SciVis,A Lagrangian Method for Extracting Eddy Boundaries in the Red Sea and the Gulf of Aden,,"Anke Friederici, Habib Toye, Ibrahim Hoteit, Tino Weinkauf, Holger Theisel, Markus Hadwiger",http://www.medvis-award.de/visual/files/publications/2018/Friederici_2018_VIS_paper.pdf,"Mesoscale ocean eddies play a major role for both the intermixing of water and the transport of biological mass. This makes the identification and tracking of their shape, location and deformation over time highly important for a number of applications. While eddies maintain a roughly circular shape in the free ocean, the narrow basins of the Red Sea and Gulf of Aden lead to the formation of irregular eddy shapes that existing methods struggle to identify. We propose the following model: Inside an eddy, particles rotate around a common core and thereby remain at a constant distance under a certain parametrization. The transition to the more unpredictable flow on the outside can thus be identified as the eddy boundary. We apply this algorithm on a realistic simulation of the Red Sea circulation, where we are able to identify the shape of irregular eddies robustly and more coherently than previous methods. We visualize the eddies as tubes in space-time to enable the analysis of their movement and deformation over several weeks.",,,,,video http://vccvisualization.org/publications/2018_friederici_redseaeddies.mp4,,2018,2018,SciVis Short Papers,Estrel Hall C,Thursday,"Flow, Astrophysics, and Computationally Intensive Data Visualization",25-Oct,4:45 PM,4:57 PM
SciVis,SciVis,FTLE Ridge Lines for Long Integration Times,,"Thomas Wilde, Christian Rössl, Holger Theisel",http://www.medvis-award.de/visual/files/publications/2018/Wilde_2018_VISb.pdf,"We present an approach to the extraction of FTLE ridges for 2D unsteady vector fields under long integration times. This is a hard problem because such FTLE ridges tend to be sharp and close to each other. The main feature of our approach is that it does not only use an FTLE sampling at the desired final integration time but incorporates samples from prior integration times as well. With this additional information, the new method produces more and finer ridge lines than previous approaches. Based on this output, we can consider FTLE ridge statistics. We test the approach on synthetic benchmarks and real-world data sets.",,,,,vimeo 290328753,,2018,2018,SciVis Short Papers,Estrel Hall C,Thursday,"Flow, Astrophysics, and Computationally Intensive Data Visualization",25-Oct,4:57 PM,5:09 PM
SciVis,SciVis,Ocean Current Segmentation at Different Depths and Correlation with Temperature in a MPAS-Ocean Simulation,,"Petra Gospodnetic, Divya Banesh, Philip Wolfram, Mark Petersen, Hans Hagen, James Ahrens, Markus Rauhut",,,,,,,vimeo 290328665,,2018,2018,SciVis Short Papers,Estrel Hall C,Thursday,"Flow, Astrophysics, and Computationally Intensive Data Visualization",25-Oct,5:10 PM,5:22 PM
SciVis,SciVis,"TimeTubes: Automatic Extraction of Observable Blazar Features from Long-Term, Multi-Dimensional Datasets",,"Naoko Sawada, Masanori Nakayama, Makoto Uemura, Issei Fujishiro",,,,,,,vimeo 290328934,,2018,2018,SciVis Short Papers,Estrel Hall C,Thursday,"Flow, Astrophysics, and Computationally Intensive Data Visualization",25-Oct,5:22 PM,5:34 PM
SciVis,SciVis,aflak: Pluggable Visual Programming Environment with Quick Feedback Loop Tuned for Astrophysical Observations,,"Malik Olivier Boussejra, Kazuya Matsubayashi, Yuriko Takeshima, Shunya Takekawa, Rikuo Uchiki, Makoto Uemura, Issei Fujishiro",,,,,,,vimeo 290328343,,2018,2018,SciVis Short Papers,Estrel Hall C,Thursday,"Flow, Astrophysics, and Computationally Intensive Data Visualization",25-Oct,5:35 PM,5:47 PM
SciVis,SciVis,Biclusters based Visual Exploration of Multivariate Scientific Data,,"Xiangyang He, Yubo Tao, Qirui Wang, Hai Lin",http://www.cad.zju.edu.cn/home/ybtao/papers/SciVis18_Biclusters.pdf,"This paper proposes a co-analysis framework based on biclusters, i.e., two subsets of variables and voxels with close scalar-value relationships, to guide the visual exploration process of multivariate data. We first automatically extract all meaningful biclusters, each of which only contains voxels with a similar scalar-value pattern over a subset of variables. These biclusters are organized according to their variable sets, and further grouped by a similarity metric to reduce redundancy and encourage diversity during visual exploration. Biclusters are visually represented in coordinated views to facilitate interactive exploration of multivariate data from the similarity between biclusters and the correlation of scalar values with different variables. Experiments demonstrate the effectiveness of our framework in exploring local relationships among variables, biclusters and scalar values in the data.",,,,,vimeo 290328582,,2018,2018,SciVis Short Papers,Estrel Hall C,Thursday,"Flow, Astrophysics, and Computationally Intensive Data Visualization",25-Oct,5:47 PM,6:00 PM
VAST,TVCG,MAQUI: Interweaving Queries and Pattern Mining for Recursive Event Sequence Exploration,J),"Po-Ming Law, Zhicheng Liu, Sana Malik, Rahul Basole",http://www.zcliu.org/maqui/MAQUI_vast18.pdf,"Exploring event sequences by defining queries alone or by using mining algorithms alone is often not sufficient to support analysis. Analysts often interweave querying and mining in a recursive manner during event sequence analysis: sequences extracted as query results are used for mining patterns, patterns generated are incorporated into a new query for segmenting the sequences, and the resulting segments are mined or queried again. To support flexible analysis, we propose a framework that describes the process of interwoven querying and mining. Based on this framework, we developed MAQUI, a Mining And Querying User Interface that enables recursive event sequence exploration. To understand the efficacy of MAQUI, we conducted two case studies with domain experts. The findings suggest that the capability of interweaving querying and mining helps the participants articulate their questions and gain novel insights from their data.",,https://github.com/terrancelaw/MAQUI,,,vimeo 289787863,10.1109/TVCG.2018.2864886,2018,2018,VAST,"Convention Hall 1, Section C",Friday,"Event, Sequence, and ML",26-Oct,9:00 AM,9:20 AM
VAST,TVCG,iForest: Interpreting Random Forests via Visual Analytics,J),"Xun Zhao, Yanhong Wu, Dik Lun Lee, Weiwei Cui",http://zhaoxun.me/publication/iForest.pdf,"As an ensemble model that consists of many independent decision trees, random forests generate predictions by feeding the input to internal trees and summarizing their outputs. The ensemble nature of the model helps random forests outperform any individual decision tree. However, it also leads to a poor model interpretability, which significantly hinders the model from being used in fields that require transparent and explainable predictions, such as medical diagnosis and financial fraud detection. The interpretation challenges stem from the variety and complexity of the contained decision trees. Each decision tree has its unique structure and properties, such as the features used in the tree and the feature threshold in each tree node. Thus, a data input may lead to a variety of decision paths. To understand how a final prediction is achieved, it is desired to understand and compare all decision paths in the context of all tree structures, which is a huge challenge for any users. In this paper, we propose a visual analytic system aiming at interpreting random forest models and predictions. In addition to providing users with all the tree information, we summarize the decision paths in random forests, which eventually reflects the working mechanism of the model and reduces users’ mental burden of interpretation. To demonstrate the effectiveness of our system, two usage scenarios and a qualitative user study are conducted.",,,,,vimeo 289787165,10.1109/tvcg.2018.2864475,2018,2018,VAST,"Convention Hall 1, Section C",Friday,"Event, Sequence, and ML",26-Oct,9:20 AM,9:40 AM
VAST,TVCG,Visual Progression Analysis of Event Sequence Data,J),"Shunan Guo, Zhuochen Jin, David Gotz, Fan Du, Hongyuan Zha, Nan Cao",http://gotz.web.unc.edu/files/2018/08/2018_VAST_EventThread_V2_Preprint.pdf,"Event sequence data is common to a broad range of application domains, from security to health care to scholarly communication. This form of data captures information about the progression of events for an individual entity (e.g., a computer network device; a patient; an author) in the form of a series of time-stamped observations. Moreover, each event is associated with an event type (e.g., a computer login attempt, or a hospital discharge). Analyses of event sequence data have been shown to help reveal important temporal patterns, such as clinical paths resulting in improved outcomes, or an understanding of common career trajectories for scholars. Moreover, recent research has demonstrated a variety of techniques designed to overcome methodological challenges such as large volumes of data and high dimensionality. However, the effective identication and analysis of latent stages of progression, which can allow for variation within different but similarly evolving event sequences, remain a signicant challenge with important real-world motivations. In this paper, we propose an unsupervised stage analysis algorithm to identify semantically meaningful progression stages as well as the critical events which help dene those stages. The algorithm follows three key steps: (1) event representation estimation, (2) event sequence warping and alignment, and (3) sequence segmentation. We also present a novel visualization system, ET2 , which interactively illustrates the results of the stage analysis algorithm to help reveal evolution patterns across stages. Finally, we report three forms of evaluation for ET2 : (1) case studies with two real-world datasets, (2) interviews with domain expert users, and (3) a performance evaluation on the progression analysis algorithm and the visualization design",,,,,vimeo 289787414,10.1109/TVCG.2018.2864885,2018,2018,VAST,"Convention Hall 1, Section C",Friday,"Event, Sequence, and ML",26-Oct,9:40 AM,10:00 AM
TVCG,TVCG,StreamExplorer: A Multi-Stage System for Visually Exploring Events in Social Streams,T),"Yingcai Wu, Zhutian Chen, Guodao Sun, Xiao Xie, Nan Cao, Shixia Liu, Weiwei Cui",http://zjuvis.org/files/streamexplorer.pdf,"Analyzing social streams is important for many applications, such as crisis management. However, the considerable diversity, increasing volume, and high dynamics of social streams of large events continue to be significant challenges that must be overcome to ensure effective exploration. We propose a novel framework by which to handle complex social streams on a budget PC. This framework features two components: 1) an online method to detect important time periods (i.e., subevents), and 2) a tailored GPU-assisted Self-Organizing Map (SOM) method, which clusters the tweets of subevents stably and efficiently. Based on the framework, we present StreamExplorer to facilitate the visual analysis, tracking, and comparison of a social stream at three levels. At a macroscopic level, StreamExplorer uses a new glyph-based timeline visualization, which presents a quick multi-faceted overview of the ebb and flow of a social stream. At a mesoscopic level, a map visualization is employed to visually summarize the social stream from either a topical or geographical aspect. At a microscopic level, users can employ interactive lenses to visually examine and explore the social stream from different perspectives. Two case studies and a task-based evaluation are used to demonstrate the effectiveness and usefulness of StreamExplorer.",,,,,vimeo 289788908,10.1109/tvcg.2017.2764459,2017,2018,VAST,"Convention Hall 1, Section C",Friday,"Event, Sequence, and ML",26-Oct,10:00 AM,10:20 AM
VAST,TVCG,Duet: Helping Data Analysis Novices Conduct Pairwise Comparisons by Minimal Specification,J),"Po-Ming Law, Rahul Basole, Yanhong Wu",https://terrancelaw.github.io/publications/duet_vast18.pdf,"Data analysis novices often encounter barriers in executing low-level operations for pairwise comparisons. They may also run into barriers in interpreting the artifacts (e.g., visualizations) created as a result of the operations. We developed Duet, a visual analysis system designed to help data analysis novices conduct pairwise comparisons by addressing execution and interpretation barriers. To reduce the barriers in executing low-level operations during pairwise comparison, Duet employs minimal specication: when one object group (i.e. a group of records in a data table) is specied, Duet recommends object groups that are similar to or different from the specied one; when two object groups are specied, Duet recommends similar and different attributes between them. To lower the barriers in interpreting its recommendations, Duet explains the recommended groups and attributes using both visualizations and textual descriptions. We conducted a qualitative evaluation with eight participants to understand the effectiveness of Duet. The results suggest that minimal specication is easy to use and Duet's explanations are helpful for interpreting the recommendations despite some usability issues.",,,,,vimeo 289787850,10.1109/TVCG.2018.2864526,2018,2018,VAST,"Convention Hall 1, Section C",Friday,"Event, Sequence, and ML",26-Oct,10:20 AM,10:40 AM
